sourceDomainId,targetDomainId,created,dataSources,omimFlags,score,type,updated
entrez.25,mondo.0021355,2023-04-02T22:38:59.813000,['disgenet'],[],0.31,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.25,mondo.0011996,2023-04-02T22:38:59.813000,['disgenet'],[],0.8,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.25,mondo.0024477,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.25,mondo.0005105,2023-04-02T22:38:59.813000,['disgenet'],[],0.31,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.25,mondo.0021002,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.25,mondo.0006176,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.25,mondo.0003197,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.25,mondo.0005606,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.25,mondo.0002691,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.25,mondo.0003050,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.25,mondo.0007576,2023-04-02T22:38:59.813000,['disgenet'],[],0.31,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.25,mondo.0004989,2023-04-02T22:38:59.813000,['disgenet'],[],0.4,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.25,mondo.0060532,2023-04-02T22:38:59.813000,['disgenet'],[],0.6,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.26,mondo.0005044,2023-04-02T22:38:59.813000,['disgenet'],[],0.31,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.28,mondo.0008315,2023-04-02T22:38:59.813000,['disgenet'],[],0.33,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.28,mondo.0005010,2023-04-02T22:38:59.813000,['disgenet'],[],0.5,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.29,mondo.0008315,2023-04-02T22:38:59.813000,['disgenet'],[],0.31,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.31,mondo.0005009,2023-04-02T22:38:59.813000,['disgenet'],[],0.31,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.31,mondo.0013493,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.32,mondo.0011122,2023-04-02T22:38:59.813000,['disgenet'],[],0.34,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.32,mondo.0005184,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.33,mondo.0020531,2023-04-02T22:38:59.813000,['disgenet'],[],0.5,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.34,mondo.0011122,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.34,mondo.0008721,2023-04-02T22:38:59.813000,['disgenet'],[],1.0,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.34,mondo.0005313,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.35,mondo.0004985,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.35,mondo.0005009,2023-04-02T22:38:59.813000,['disgenet'],[],0.31,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.36,mondo.0012392,2023-04-02T22:38:59.813000,['disgenet'],[],0.7,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.37,mondo.0020123,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.37,mondo.0008723,2023-04-02T22:38:59.813000,['disgenet'],[],1.0,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.38,mondo.0005300,2023-04-02T22:38:59.813000,['disgenet'],[],0.5,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.38,mondo.0001386,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.39,mondo.0013548,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.41,mondo.0005299,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.43,mondo.0004975,2023-04-02T22:38:59.813000,['disgenet'],[],0.4,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.43,mondo.0019065,2023-04-02T22:38:59.813000,['disgenet'],[],0.4,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.43,mondo.0001187,2023-04-02T22:38:59.813000,['disgenet'],[],0.31,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.43,mondo.0004987,2023-04-02T22:38:59.813000,['disgenet'],[],0.31,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.43,mondo.0020121,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.43,mondo.0005071,2023-04-02T22:38:59.813000,['disgenet'],[],0.35,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.43,mondo.0011122,2023-04-02T22:38:59.813000,['disgenet'],[],0.32,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.43,mondo.0001386,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.43,mondo.0008315,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.43,mondo.0004989,2023-04-02T22:38:59.813000,['disgenet'],[],0.34,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.43,mondo.0017885,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.43,mondo.0003012,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.43,mondo.0005220,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.43,mondo.0017884,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.47,mondo.0005009,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.47,mondo.0011122,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.48,mondo.0005178,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.50,mondo.0100130,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.50,mondo.0013802,2023-04-02T22:38:59.813000,['disgenet'],[],0.74,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.51,mondo.0009919,2023-04-02T22:38:59.813000,['disgenet'],[],0.92,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.53,mondo.0008705,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.54,mondo.0006964,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.54,mondo.0011122,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.54,mondo.0011939,2023-04-02T22:38:59.813000,['disgenet'],[],0.72,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.58,mondo.0005021,2023-04-02T22:38:59.813000,['disgenet'],[],0.4,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.58,mondo.0005045,2023-04-02T22:38:59.813000,['disgenet'],[],0.53,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.58,mondo.0018947,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.58,mondo.0018958,2023-04-02T22:38:59.813000,['disgenet'],[],0.4,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.58,mondo.0019949,2023-04-02T22:38:59.813000,['disgenet'],[],0.31,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.58,mondo.0011271,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.58,mondo.0010683,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.58,mondo.0009711,2023-04-02T22:38:59.813000,['disgenet'],[],0.74,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.58,mondo.0002921,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.58,mondo.0008048,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.58,mondo.0015705,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.58,mondo.0014800,2023-04-02T22:38:59.813000,['disgenet'],[],0.7,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.59,mondo.0006757,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.59,mondo.0021063,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.59,mondo.0005401,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.59,mondo.0005240,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.59,mondo.0005155,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.59,mondo.0005154,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.59,mondo.0016820,2023-04-02T22:38:59.813000,['disgenet'],[],0.6,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.59,mondo.0005068,2023-04-02T22:38:59.813000,['disgenet'],[],0.31,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.59,mondo.0006044,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.59,mondo.0002771,2023-04-02T22:38:59.813000,['disgenet'],[],0.31,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.59,mondo.0005396,2023-04-02T22:38:59.813000,['disgenet'],[],0.43,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.59,mondo.0004989,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.59,mondo.0015294,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.59,mondo.0012730,2023-04-02T22:38:59.813000,['disgenet'],[],0.7,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.59,mondo.0013452,2023-04-02T22:38:59.813000,['disgenet'],[],0.78,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.59,mondo.0013542,2023-04-02T22:38:59.813000,['disgenet'],[],0.7,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.60,mondo.0004985,2023-04-02T22:38:59.813000,['disgenet'],[],0.31,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.60,mondo.0000009,2023-04-02T22:38:59.813000,['disgenet'],[],0.31,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.60,mondo.0004993,2023-04-02T22:38:59.813000,['disgenet'],[],0.39,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.60,mondo.0018234,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.60,mondo.0021355,2023-04-02T22:38:59.813000,['disgenet'],[],0.31,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.60,mondo.0005178,2023-04-02T22:38:59.813000,['disgenet'],[],0.32,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.60,mondo.0024644,2023-04-02T22:38:59.813000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.813000
entrez.60,mondo.0006406,2023-04-02T22:38:59.814000,['disgenet'],[],0.32,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.60,mondo.0005617,2023-04-02T22:38:59.814000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.60,mondo.0013688,2023-04-02T22:38:59.814000,['disgenet'],[],0.31,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.60,mondo.0007576,2023-04-02T22:38:59.814000,['disgenet'],[],0.32,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.60,mondo.0011823,2023-04-02T22:38:59.814000,['disgenet'],[],0.7,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.60,mondo.0009470,2023-04-02T22:38:59.814000,['disgenet'],[],0.36,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.60,mondo.0011500,2023-04-02T22:38:59.814000,['disgenet'],[],0.31,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.70,mondo.0005021,2023-04-02T22:38:59.814000,['disgenet'],[],0.65,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.70,mondo.0005045,2023-04-02T22:38:59.814000,['disgenet'],[],0.7,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.70,mondo.0021085,2023-04-02T22:38:59.814000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.70,mondo.0016333,2023-04-02T22:38:59.814000,['disgenet'],[],0.31,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.70,mondo.0004994,2023-04-02T22:38:59.814000,['disgenet'],[],0.46,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.70,mondo.0007269,2023-04-02T22:38:59.814000,['disgenet'],[],0.37,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.70,mondo.0007648,2023-04-02T22:38:59.814000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.70,mondo.0018901,2023-04-02T22:38:59.814000,['disgenet'],[],0.32,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.70,mondo.0012799,2023-04-02T22:38:59.814000,['disgenet'],[],0.7,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.70,mondo.0013011,2023-04-02T22:38:59.814000,['disgenet'],[],0.7,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.71,mondo.0000728,2023-04-02T22:38:59.814000,['disgenet'],[],0.41,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.71,mondo.0004993,2023-04-02T22:38:59.814000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.71,mondo.0006406,2023-04-02T22:38:59.814000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.71,mondo.0005617,2023-04-02T22:38:59.814000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.71,mondo.0005542,2023-04-02T22:38:59.814000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.71,mondo.0005365,2023-04-02T22:38:59.814000,['disgenet'],[],0.43,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.71,mondo.0009470,2023-04-02T22:38:59.814000,['disgenet'],[],0.38,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.71,mondo.0011480,2023-04-02T22:38:59.814000,['disgenet'],[],0.7,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.71,mondo.0013812,2023-04-02T22:38:59.814000,['disgenet'],[],0.7,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.72,mondo.0021063,2023-04-02T22:38:59.814000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.72,mondo.0005401,2023-04-02T22:38:59.814000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.72,mondo.0016829,2023-04-02T22:38:59.814000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.72,mondo.0100354,2023-04-02T22:38:59.814000,['disgenet'],[],0.66,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.81,mondo.0004993,2023-04-02T22:38:59.814000,['disgenet'],[],0.32,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.81,mondo.0006406,2023-04-02T22:38:59.814000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.81,mondo.0005617,2023-04-02T22:38:59.814000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.81,mondo.0019006,2023-04-02T22:38:59.814000,['disgenet'],[],0.31,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.87,mondo.0014078,2023-04-02T22:38:59.814000,['disgenet'],[],0.7,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.87,mondo.0015372,2023-04-02T22:38:59.814000,['disgenet'],[],0.32,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.88,mondo.0016333,2023-04-02T22:38:59.814000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.88,mondo.0004994,2023-04-02T22:38:59.814000,['disgenet'],[],0.31,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.88,mondo.0012808,2023-04-02T22:38:59.814000,['disgenet'],[],0.7,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.90,mondo.0019781,2023-04-02T22:38:59.814000,['disgenet'],[],0.32,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.90,mondo.0003900,2023-04-02T22:38:59.814000,['disgenet'],[],0.3,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.90,mondo.0007606,2023-04-02T22:38:59.814000,['disgenet'],[],1.0,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.90,mondo.0021042,2023-04-02T22:38:59.814000,['disgenet'],[],0.5,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
entrez.90,mondo.0005105,2023-04-02T22:38:59.814000,['disgenet'],[],0.31,GeneAssociatedWithDisorder,2023-04-02T22:38:59.814000
